,Age,Income (USD),Income Stability,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
24419,53,705.83,1,12,1,45365.64,164.37,1,0,2.0,675.95,0,0,2,1.0,54341.29,31755.95
24420,49,1086.9,1,3,0,117389.61,323.87,1,0,4.0,717.19,1,2,2,1.0,173744.49,82172.73
24421,18,1224.61,1,8,1,105259.29,562.16,1,1,5.0,717.19,1,0,2,1.0,163538.72,73681.5
24422,62,1267.85,1,8,1,74826.79,343.93,0,0,2.0,717.19,0,0,1,1.0,115144.38,52378.75
24423,20,2282.87,1,11,1,75419.27,707.25,0,1,1.0,705.06,0,0,2,1.0,137354.16,52793.49
24424,36,2282.87,1,6,1,28326.22,157.22,0,0,3.0,757.06,0,1,0,1.0,50140.83,22660.98
24425,18,2282.87,1,3,1,162408.55,767.51,0,0,3.0,661.95,0,1,2,1.0,203297.36,105565.56
24426,56,1519.94,1,3,1,131357.66,528.56,0,1,2.0,658.57,0,2,2,1.0,188398.02,91950.36
24427,60,2432.6,1,8,1,39641.94,269.15,1,0,2.0,677.2,0,1,0,1.0,46847.98,25767.26
24428,19,3312.71,1,8,1,195547.0,518.06,1,1,1.0,655.23,0,1,0,1.0,316993.02,127105.55
24433,63,1266.94,1,3,1,33596.38,279.27,0,0,2.0,684.46,0,0,0,1.0,61543.94,23517.47
24434,36,3659.04,1,3,1,112949.25,493.92,0,0,3.0,763.38,0,1,0,1.0,213548.64,84711.94
24435,42,3659.04,1,8,0,118614.44,648.55,0,1,2.0,861.32,1,2,2,1.0,177343.24,88960.83
24438,51,2052.94,1,14,1,84749.57,427.36,0,1,3.0,841.44,1,2,2,1.0,152861.47,59324.7
24439,36,2346.77,1,8,1,108796.31,731.88,0,1,3.0,773.93,0,2,1,1.0,135158.14,81597.23
24440,26,3022.26,1,8,1,224528.04,922.71,0,1,2.0,858.71,0,0,1,1.0,411610.02,168396.03
24441,38,1580.7,1,8,1,92509.73,294.2,0,1,2.0,772.67,0,2,0,1.0,117250.83,74007.78
24442,42,5609.72,1,10,2,270065.23,912.37,0,1,2.0,817.59,0,2,2,1.0,491876.28,202548.92
24443,30,4923.75,1,8,1,34850.88,258.19,0,1,3.0,684.5,1,0,0,1.0,51183.65,24395.62
24444,62,967.98,0,2,0,74792.96,275.31,0,1,1.0,847.55,1,0,0,1.0,104078.5,56094.72
24445,18,967.98,1,2,1,22738.33,222.48,0,1,2.0,793.82,0,2,0,1.0,30580.18,18190.66
24446,50,979.6,1,14,1,31802.23,155.05,0,1,2.0,722.77,0,1,2,1.0,39330.4,22261.56
24447,60,2610.26,1,14,0,45333.95,325.2,1,1,2.0,679.29,1,0,2,1.0,78900.95,29467.07
24448,42,2133.21,1,14,1,44872.4,483.14,0,0,3.0,775.24,1,1,0,1.0,72616.01,35897.92
24449,35,2442.49,1,8,1,179308.33,547.24,0,0,4.0,825.61,0,0,2,1.0,263924.1,134481.25
24450,56,1916.86,1,8,1,179083.79,516.39,0,1,2.0,683.49,1,0,2,1.0,202182.84,125358.65
24451,37,1916.86,1,4,1,35924.09,399.41,0,0,1.0,683.49,1,0,1,1.0,43206.71,25146.86
24452,23,3949.74,1,4,2,44117.58,343.22,1,1,3.0,774.86,0,2,0,1.0,74666.07,35294.06
24454,26,1615.75,1,3,1,44438.46,190.27,0,1,1.0,838.83,0,2,2,1.0,53396.65,33328.84
24456,18,4041.46,1,8,2,75639.71,482.08,1,1,4.0,649.34,0,1,1,1.0,101472.94,56729.78
24458,26,2040.38,1,8,1,182146.92,714.21,0,1,2.0,657.44,1,0,2,1.0,291368.12,127502.84
24459,33,2449.63,1,10,2,161831.77,473.95,0,1,4.0,714.21,0,1,2,1.0,244164.6,105190.65
24461,41,4954.72,1,10,1,124420.01,616.32,1,1,3.0,876.36,0,1,0,1.0,188351.62,87094.01
24462,29,2899.81,1,10,0,203276.12,709.21,0,1,3.0,785.05,0,1,2,1.0,341001.75,162620.9
24466,63,2432.38,1,8,1,150725.5,576.87,0,1,3.0,731.24,0,0,0,1.0,187469.4,105507.85
24468,25,2005.9,1,8,0,47616.65,394.01,0,1,2.0,775.15,0,2,2,1.0,67504.33,35712.49
24471,41,1763.35,1,16,1,90460.67,545.5,0,1,2.0,662.45,0,0,2,1.0,143928.03,63322.47
24472,36,4324.64,1,10,1,257561.78,702.33,1,0,3.0,747.94,1,1,0,1.0,321090.99,180293.25
24473,18,4324.64,1,4,2,103319.76,822.06,1,1,3.0,702.12,0,0,0,1.0,147479.82,72323.83
24474,56,3060.04,1,14,1,31390.34,153.87,0,0,5.0,742.14,0,1,1,1.0,43687.27,20403.72
24475,65,2053.77,0,8,1,103634.73,278.59,0,0,2.0,870.52,0,1,0,1.0,142416.59,77726.05
24477,41,3880.19,1,6,2,55960.59,393.97,0,1,2.0,811.7,0,2,0,1.0,76934.21,39172.41
24480,26,3068.49,1,6,1,32757.18,170.73,0,1,1.0,749.96,1,1,2,1.0,44313.45,21292.17
24483,35,1660.21,1,8,1,119488.51,704.13,0,1,2.0,685.81,1,2,1,1.0,155203.54,77667.53
24485,63,1041.71,0,8,1,20255.0,86.04,0,0,2.0,794.11,0,2,2,1.0,36518.58,16204.0
24486,30,1041.71,1,8,1,26994.26,133.27,0,0,2.0,794.11,0,1,2,1.0,45509.82,20245.7
24488,18,1136.75,1,3,1,27788.62,123.79,0,1,3.0,667.06,0,0,1,1.0,39382.87,18062.6
24489,18,3523.18,1,16,2,69093.87,630.04,0,0,3.0,686.28,0,2,2,1.0,116327.56,44911.02
24493,36,2816.91,1,14,1,102252.03,713.31,0,1,1.0,813.45,0,1,2,1.0,179289.1,81801.62
24494,26,2585.85,1,14,2,74078.4,312.34,1,1,3.0,689.75,0,1,0,1.0,132767.6,48150.96
24495,48,1714.72,1,8,1,35485.45,189.76,0,1,2.0,663.6,0,2,0,1.0,47784.8,23065.54
24498,55,2490.68,1,6,1,23862.09,247.06,0,1,4.0,702.5,0,0,1,1.0,43925.58,16703.46
24504,40,6220.1,1,14,1,134684.47,466.14,1,1,1.0,747.39,0,0,1,1.0,233068.89,94279.13
24506,47,1618.69,1,14,1,88580.88,497.3,0,0,4.0,747.19,0,0,1,1.0,138383.43,62006.62
24508,64,1561.95,0,10,1,50040.17,227.79,0,1,2.0,858.63,1,2,1,1.0,87158.44,40032.14
24509,30,2507.1,1,10,1,96307.31,257.61,0,0,1.0,689.21,0,1,2,1.0,182489.26,67415.12
24510,41,2507.1,1,3,1,132249.2,678.44,0,0,2.0,780.37,0,2,1,1.0,162635.8,99186.9
24511,49,2507.1,1,12,1,71376.67,374.27,0,1,4.0,757.89,0,2,0,1.0,120796.85,57101.34
24515,34,5497.43,1,8,1,153013.24,601.24,0,0,1.0,729.08,0,0,2,1.0,248891.7,99458.61
24516,42,1732.5,1,14,0,60669.49,479.97,0,1,1.0,666.17,0,0,1,1.0,99882.72,42468.64
24517,32,2950.93,1,3,1,69690.17,337.05,1,1,3.0,720.23,0,1,2,1.0,112799.87,45298.61
24518,32,1942.19,1,10,1,65943.67,349.85,0,1,4.0,751.93,0,1,2,1.0,84202.07,46160.57
24520,45,2810.64,1,14,1,209270.51,807.99,1,1,1.0,780.77,0,0,0,1.0,328226.46,156952.88
24522,64,866.9,1,14,1,35342.89,241.01,0,1,1.0,710.74,1,1,0,1.0,39750.01,22972.88
24525,18,4932.77,1,8,1,115909.4,370.57,1,1,2.0,789.76,1,2,0,1.0,134152.29,86932.05
24526,18,2685.77,1,10,1,164448.09,311.49,0,1,2.0,825.66,0,2,0,1.0,194148.13,115113.66
24529,30,3056.87,1,2,1,32467.1,290.1,1,1,2.0,704.13,0,0,2,1.0,57777.5,21103.62
24534,46,2040.84,1,8,1,65920.46,533.0,0,1,3.0,677.68,1,1,1,1.0,121522.86,46144.32
24537,39,730.07,1,3,1,120033.85,654.59,0,1,2.0,773.3,0,1,0,1.0,213669.62,84023.7
24538,36,730.07,1,11,0,46071.26,352.08,0,1,2.0,725.31,0,2,0,1.0,54230.24,29946.32
24539,18,5452.83,1,8,1,40123.3,186.39,0,1,2.0,696.37,0,1,0,1.0,74170.96,26080.15
24540,52,1402.56,1,14,0,54673.88,336.81,0,1,2.0,718.17,0,2,1,1.0,103399.48,35538.02
24542,28,3079.3,1,3,0,70468.14,329.01,0,0,2.0,682.14,0,1,0,1.0,113979.05,49327.7
24543,59,1324.64,1,14,1,26697.02,135.07,1,1,2.0,682.14,0,0,0,1.0,44058.61,17353.06
24544,45,2031.36,1,10,0,66577.18,394.65,1,1,2.0,811.9,0,0,1,1.0,90915.23,11108.86
24545,45,4042.54,1,3,1,15869.8,180.33,1,1,2.0,841.9,0,1,1,1.0,27321.22,11108.86
24546,18,1908.23,1,3,0,54785.36,271.33,0,1,3.0,668.04,1,1,1,1.0,69803.99,35610.48
24547,50,3722.88,1,3,2,193947.83,593.77,0,1,3.0,824.34,0,1,2,1.0,318451.99,23046.16
24548,21,3465.95,1,10,1,30728.21,198.32,1,0,2.0,786.96,0,0,2,1.0,40484.27,23046.16
24549,62,1052.47,1,10,1,21043.53,217.92,0,0,2.0,711.54,1,1,1,1.0,33146.07,14730.47
24551,40,4389.72,1,10,1,110090.18,876.16,0,1,1.0,794.41,1,2,0,1.0,168042.34,77063.13
24552,51,3282.67,1,10,0,20857.79,99.41,1,1,2.0,696.71,0,0,0,1.0,32315.46,13557.56
24554,44,1645.23,1,14,1,21234.14,126.41,0,1,4.0,658.48,1,2,2,1.0,33120.18,14863.9
24556,23,3312.5,1,10,1,80344.23,192.47,1,0,3.0,782.21,0,1,1,1.0,96613.71,64275.38
24557,39,3134.56,1,8,1,209190.08,611.44,1,0,4.0,680.94,0,2,2,1.0,273470.77,146433.06
24558,20,3459.45,1,14,1,261800.68,610.07,0,1,2.0,838.71,0,1,0,1.0,420691.75,209440.54
24560,60,2541.65,1,3,0,105924.6,368.69,0,0,2.0,772.23,0,0,1,1.0,134865.42,79443.45
24562,63,2287.66,1,8,0,125018.45,394.04,1,1,4.0,772.65,0,1,0,1.0,155438.91,100014.76
24563,45,2728.85,1,8,1,27554.51,905.88,1,1,2.0,834.57,0,0,0,1.0,38525.35,19288.16
24564,64,2728.85,0,8,1,361883.74,905.88,1,1,1.0,834.57,0,2,2,1.0,439848.96,289506.99
24565,54,3175.74,1,8,1,238522.56,740.02,0,0,2.0,734.85,1,2,0,1.0,408954.45,166965.79
24569,24,2533.3,1,14,1,72261.45,325.86,0,1,4.0,796.56,0,0,0,1.0,119362.97,57809.16
24570,56,5630.24,1,10,1,109684.06,582.84,1,1,4.0,762.94,0,0,2,1.0,164701.86,76778.84
24571,33,3097.79,1,3,1,76995.12,307.14,1,1,2.0,773.05,0,0,1,1.0,115851.47,61596.1
24572,28,3151.08,1,3,0,16952.25,174.51,0,1,3.0,687.99,0,2,1,1.0,24289.51,11018.96
24575,56,4175.02,1,8,1,105636.78,521.14,0,1,1.0,735.47,0,1,0,1.0,128469.12,68663.91
24577,20,3543.77,1,14,1,156917.26,448.25,0,1,2.0,803.76,0,0,0,1.0,295801.83,109842.08
24578,60,3543.77,1,8,1,38224.8,341.33,0,0,1.0,790.54,0,1,1,1.0,64086.53,30579.84
24579,31,2730.39,1,12,2,65610.31,300.9,0,1,2.0,826.43,0,1,2,1.0,102053.38,52488.25
24580,31,2730.39,1,16,1,39205.11,232.65,1,0,2.0,757.33,0,2,0,1.0,66651.0,31364.09
24581,38,3264.07,1,14,1,40084.71,349.53,1,1,2.0,700.31,0,0,2,1.0,52416.35,26055.06
24582,59,1593.84,1,8,1,115125.62,375.92,0,1,1.0,686.74,0,1,2,1.0,152002.17,74831.65
24585,58,1881.47,1,7,1,210339.58,709.75,1,1,3.0,820.08,0,1,0,1.0,376565.2,157754.68
24589,33,3625.61,1,14,1,133791.57,519.52,0,1,5.0,681.58,0,0,0,1.0,245207.26,93654.1
24590,31,1215.82,1,12,1,59539.17,217.58,1,0,2.0,674.16,0,0,0,1.0,73002.41,41677.42
24591,41,1215.82,1,12,1,228374.68,579.39,1,1,3.0,846.26,1,2,0,1.0,364990.9,171281.01
24592,54,1215.82,1,12,1,70786.15,380.85,1,0,4.0,783.67,0,1,1,1.0,98033.88,53089.61
24593,25,2281.76,1,12,1,123702.58,471.24,0,0,2.0,701.55,0,1,2,1.0,222126.18,80406.68
24594,47,2886.3,1,10,1,76258.7,302.31,0,1,4.0,857.25,0,1,0,1.0,144573.58,57194.02
24595,32,3080.96,1,14,0,136444.61,623.9,0,1,2.0,733.58,1,0,0,1.0,159683.38,95511.23
24600,45,5776.81,1,10,0,133252.84,1404.31,1,0,2.0,748.65,0,2,0,1.0,182025.97,86614.35
24601,43,3467.26,1,5,1,86483.89,424.28,0,0,2.0,779.14,0,1,0,1.0,160934.59,69187.11
24602,44,6643.68,1,8,1,22047.73,152.22,0,0,1.0,664.54,0,2,0,1.0,26249.43,15433.41
24604,18,6643.68,1,3,1,173584.08,593.72,1,1,3.0,767.41,0,1,1,1.0,236128.92,121508.86
24605,52,2004.49,1,4,2,26182.86,139.38,1,1,3.0,702.79,0,1,0,1.0,30073.58,18328.0
24606,53,4769.24,1,4,1,215751.18,931.65,1,1,3.0,717.0,1,1,1,1.0,273900.98,151025.83
24607,42,4832.32,1,14,1,38171.57,381.29,0,1,3.0,706.88,1,0,1,1.0,54879.58,26720.1
24608,25,4832.32,1,3,1,176557.15,1690.62,1,0,2.0,752.32,0,0,2,1.0,309695.48,141245.72
24613,35,13798.01,1,3,1,95938.16,547.35,1,1,3.0,697.65,1,1,1,1.0,160725.88,67156.71
24614,47,3692.4,1,3,1,44289.17,309.36,0,1,2.0,702.91,0,1,1,1.0,68620.86,28787.96
24616,56,3951.36,1,10,2,158664.5,787.38,0,1,2.0,864.26,0,1,2,1.0,244258.94,111065.15
24619,29,3099.63,1,14,2,130274.66,684.31,0,0,1.0,807.86,0,1,2,1.0,157120.06,104219.73
24620,44,1584.26,1,3,1,68859.31,252.37,1,1,3.0,824.75,0,1,2,1.0,100602.55,55087.45
24621,23,1631.76,1,6,0,60978.03,328.54,1,0,2.0,824.75,0,0,2,1.0,109698.0,45733.52
24623,42,1899.15,1,14,1,175258.34,874.48,0,0,1.0,744.77,0,1,1,1.0,272098.49,113917.92
24624,37,1312.9,1,14,1,23285.16,234.66,0,0,2.0,692.69,0,0,0,1.0,41975.39,16299.61
24626,21,3453.68,1,8,2,33785.26,323.68,1,1,3.0,710.22,0,1,1,1.0,57700.99,23649.68
24627,18,3064.1,1,8,1,105258.29,291.73,0,1,3.0,848.69,0,1,2,1.0,171276.84,84206.63
24628,18,2818.76,1,14,1,164010.75,440.29,0,0,2.0,804.51,1,2,0,1.0,202608.93,131208.6
24630,42,1694.4,1,14,0,42979.8,429.83,0,1,5.0,841.62,0,2,1,1.0,62820.05,34383.84
24631,18,1557.64,1,8,1,37452.47,441.28,0,1,5.0,750.8,0,2,2,1.0,67673.0,29961.98
24633,39,3599.2,1,10,0,172404.23,748.84,0,0,2.0,767.81,0,0,0,1.0,255087.44,120682.96
24636,62,2033.17,1,8,1,62662.64,285.77,0,1,2.0,683.02,0,2,0,1.0,84924.25,40730.72
24637,57,2490.41,1,6,1,30284.83,149.82,0,1,1.0,746.42,0,1,1,1.0,51044.18,19685.14
24638,63,878.45,1,6,1,183436.02,560.07,0,1,4.0,779.95,0,1,2,1.0,291929.02,128405.21
24639,18,878.45,1,3,1,21340.79,110.43,0,0,3.0,713.8,1,0,2,1.0,28469.43,14938.55
24640,65,3381.05,0,14,1,103898.79,732.73,0,1,2.0,846.96,1,1,1,1.0,167106.78,72729.15
24641,41,1882.36,1,14,1,62877.73,297.13,0,1,3.0,779.99,0,1,1,1.0,116509.96,44014.41
24643,35,2299.97,1,8,1,63669.67,342.74,0,0,2.0,657.62,0,0,2,1.0,71778.8,41385.29
24644,31,3797.57,1,2,2,124662.49,475.16,0,1,2.0,758.25,0,1,0,1.0,137513.0,87263.74
24645,53,1213.13,1,2,1,34485.52,160.8,0,1,2.0,678.38,1,0,1,1.0,58258.69,22415.59
24646,24,2389.97,1,2,1,167905.17,468.56,0,1,1.0,740.3,1,0,1,1.0,314055.34,109138.36
24647,19,1253.6,1,8,1,32429.62,406.79,1,1,3.0,716.4,0,1,0,1.0,58675.52,21079.25
24648,29,1952.76,1,3,0,74630.75,363.44,0,1,2.0,748.0,0,1,0,1.0,102999.39,52241.52
24650,19,2695.35,1,3,2,213965.67,679.02,0,1,3.0,780.0,0,1,0,1.0,346011.54,149775.97
24653,20,3674.88,1,8,2,90356.35,294.17,0,0,1.0,692.91,0,1,2,1.0,125769.6,63249.44
24655,19,1129.13,1,0,1,62116.01,279.95,1,1,2.0,822.21,0,1,0,1.0,82715.13,46587.01
24657,30,2554.88,1,8,1,65314.86,321.22,0,1,3.0,758.88,0,2,0,1.0,96045.2,42454.66
24658,18,2554.88,1,14,1,173218.87,658.22,0,1,3.0,758.88,0,2,0,1.0,233449.23,121253.21
24659,52,4149.52,1,6,2,26407.56,282.81,1,0,1.0,720.1,1,1,2,1.0,40931.43,17164.91
24663,18,1527.84,1,4,1,33693.34,131.33,0,0,3.0,656.14,0,2,0,1.0,56697.58,23585.34
24664,49,2098.31,1,4,1,41281.78,218.04,1,1,2.0,730.17,1,2,0,1.0,62104.58,26833.16
24665,56,3887.05,1,4,0,83332.2,529.13,1,0,2.0,662.9,1,0,1,1.0,119856.71,54165.93
24666,30,3953.6,1,10,2,153844.02,529.13,1,0,3.0,789.98,1,0,1,1.0,287838.5,115383.01
24667,58,7619.77,1,10,1,69227.36,601.38,1,0,2.0,843.69,0,0,2,1.0,82055.88,51920.52
24670,18,2054.75,1,14,1,114775.41,486.08,0,1,2.0,722.62,1,1,0,1.0,216995.33,74604.02
24671,34,2054.75,1,3,1,67006.95,349.98,0,1,3.0,670.0,1,0,0,1.0,123902.81,43554.52
24673,25,1446.69,1,3,1,102247.07,380.48,0,1,2.0,826.01,1,1,2,1.0,115427.04,71572.95
24674,56,4040.44,1,6,1,130283.36,604.72,0,1,2.0,763.89,0,0,2,1.0,149270.26,104226.69
24675,18,973.8,1,6,1,136814.13,604.96,0,1,3.0,705.91,1,2,1,1.0,179625.83,88929.18
24676,22,973.8,1,14,1,11306.25,80.69,0,0,1.0,792.12,0,1,0,1.0,21121.55,7914.37
24677,30,1954.61,1,14,1,37720.98,200.32,0,0,2.0,686.07,0,0,0,1.0,57789.17,26404.69
24680,18,1946.55,1,0,2,71303.78,698.48,1,1,1.0,858.77,0,0,0,1.0,122291.93,53477.84
24683,65,2543.4,0,8,1,49529.74,448.93,0,1,2.0,863.08,0,0,0,1.0,62140.02,39623.79
24685,18,2009.31,1,4,0,135280.9,412.61,1,1,1.0,769.07,0,2,2,1.0,158726.56,94696.63
24687,18,2299.22,1,3,0,82512.9,590.62,0,1,1.0,821.96,0,0,1,1.0,149333.04,66010.32
24690,49,4859.35,1,0,1,204889.13,1137.1,1,1,2.0,864.23,0,1,0,1.0,309990.77,143422.39
24692,56,4171.65,1,0,1,158922.6,420.8,1,0,3.0,826.8,1,0,1,1.0,265873.19,111245.82
24693,64,2770.4,0,3,1,159412.07,447.36,0,1,1.0,826.8,1,0,2,1.0,272049.23,119559.05
24697,32,2956.43,1,14,2,84949.25,395.36,0,0,1.0,678.12,0,0,2,1.0,93496.97,59464.48
24698,57,2440.76,1,4,1,108262.72,584.18,0,1,2.0,731.83,0,2,0,1.0,151848.58,75783.9
24701,65,2786.75,0,16,0,55421.8,505.9,0,0,2.0,854.23,1,1,0,1.0,67569.75,38795.26
24705,47,1817.08,1,0,0,36400.62,377.76,0,0,2.0,752.7,0,0,0,1.0,66456.3,29120.5
24707,18,2432.85,1,8,2,95630.6,468.07,0,1,1.0,713.67,0,1,1,1.0,121050.14,66941.42
24708,25,2624.62,1,10,1,40065.09,345.21,1,1,3.0,778.97,1,2,0,1.0,73252.86,28045.56
24711,34,2144.14,1,8,1,39078.41,201.88,0,1,4.0,765.94,0,0,1,1.0,63736.71,29308.81
24713,51,3268.83,1,2,1,8712.18,68.52,0,1,2.0,700.33,0,1,2,1.0,16368.79,5662.92
24714,43,3268.83,1,0,1,73371.29,790.9,0,1,3.0,813.94,1,0,0,1.0,116645.92,55028.47
24715,47,1636.62,1,16,1,20663.36,219.38,0,1,1.0,808.2,1,0,1,1.0,33848.8,14464.35
24716,51,1239.36,1,14,1,147312.2,811.43,1,1,2.0,808.2,0,0,0,1.0,177892.37,103118.54
24717,36,1239.36,1,14,0,76106.4,396.8,1,1,2.0,701.76,0,2,1,1.0,137366.76,53274.48
24718,38,2469.84,1,14,1,19842.22,137.57,0,1,2.0,741.0,0,1,0,1.0,34804.58,12897.44
24719,20,2469.84,1,4,1,59671.84,364.6,1,0,3.0,854.07,0,0,1,1.0,96361.07,44753.88
24720,49,1588.01,1,6,2,77789.61,464.8,1,1,3.0,733.17,0,1,1,1.0,105197.58,62231.69
24721,64,1588.01,1,4,1,25454.25,124.0,0,1,3.0,733.17,0,1,0,1.0,35446.09,17817.97
24723,58,3118.43,1,8,1,74438.37,271.46,0,1,2.0,802.69,0,0,0,1.0,122574.16,52106.86
24724,18,3118.43,1,14,0,180797.62,556.02,0,1,2.0,723.51,0,0,1,1.0,306306.05,126558.33
24725,61,3118.43,0,11,1,24102.94,226.86,0,1,2.0,805.52,1,1,0,1.0,42916.63,18077.2
24726,47,3118.43,1,11,1,125517.2,487.28,0,0,1.0,794.67,0,0,2,1.0,218332.48,94137.9
24727,38,2631.59,1,11,1,156182.87,840.16,1,1,5.0,784.54,1,1,1,1.0,282526.64,109328.01
24728,30,2294.14,1,10,1,43261.88,269.04,1,1,2.0,863.6,0,1,0,1.0,67749.61,32446.41
24729,18,1984.49,1,8,1,43424.37,305.8,1,1,2.0,674.57,1,1,1,1.0,54302.25,30397.06
24730,46,3145.45,1,3,2,170359.67,752.59,0,1,1.0,674.57,0,1,2,1.0,206022.28,110733.79
24731,55,2803.31,1,8,2,183229.1,658.22,0,1,2.0,777.12,0,1,0,1.0,212272.12,146583.28
24732,18,2103.28,1,5,1,52576.3,144.87,1,0,1.0,730.72,0,2,0,1.0,87667.21,36803.41
24733,60,3225.88,1,14,1,112610.74,320.94,1,0,2.0,688.06,0,0,0,1.0,209761.27,78827.52
24734,36,2395.72,1,14,0,46150.91,261.64,0,1,2.0,770.04,0,0,0,1.0,57356.53,32305.64
24735,18,2395.72,1,4,0,72591.19,359.56,1,0,4.0,661.2,0,0,2,1.0,107747.52,47184.27
24738,22,2464.58,1,6,0,291204.91,959.58,0,1,2.0,693.17,0,1,1,1.0,358555.73,189283.19
24740,53,4666.74,1,3,1,67198.85,243.38,0,0,2.0,816.57,0,1,0,1.0,90540.12,50399.14
24741,50,1936.16,1,4,0,25292.7,166.76,0,1,1.0,721.09,1,0,0,1.0,30312.86,16440.26
24742,18,3204.82,1,10,1,54254.44,249.57,0,1,3.0,824.4,1,0,0,1.0,95012.22,49021.4
24743,50,3675.57,1,10,1,70030.57,337.83,1,1,3.0,753.18,0,2,2,1.0,102406.09,49021.4
24744,46,1117.89,1,8,1,33541.92,172.64,0,1,2.0,727.11,0,2,0,1.0,38817.17,23479.34
24746,53,1365.17,1,4,1,39706.15,279.58,0,1,1.0,719.44,0,0,1,1.0,58984.57,27794.3
24747,18,2909.06,1,4,1,39944.11,348.61,1,1,2.0,705.09,0,0,2,1.0,73080.14,27960.88
24748,48,1904.93,1,10,2,77343.82,740.52,0,1,4.0,763.37,0,0,0,1.0,113954.2,61875.06
24749,49,1904.93,1,11,1,76055.05,409.68,0,1,4.0,763.37,1,0,1,1.0,123923.69,60844.04
24750,22,2639.47,1,8,1,30304.63,299.38,0,0,1.0,741.68,0,0,0,1.0,35160.9,21213.24
24751,22,1885.54,1,8,0,159116.26,471.5,0,0,1.0,717.8,1,1,2,1.0,236987.65,111381.38
24752,18,2327.84,1,8,1,49061.28,253.82,0,1,3.0,748.02,0,0,2,1.0,71010.23,34342.9
24753,59,1573.85,1,0,1,12251.65,131.16,0,1,3.0,681.77,1,0,2,1.0,21965.61,8576.15
24754,42,2832.56,1,8,1,95988.91,295.72,0,1,2.0,681.77,0,0,1,1.0,143026.08,67192.24
24755,36,4254.45,1,10,2,211426.45,734.88,0,0,2.0,681.77,0,1,2,1.0,246828.28,147998.51
24756,44,2767.96,1,10,1,75919.7,384.55,0,1,1.0,843.79,0,1,0,1.0,106368.45,53143.79
24757,18,2767.96,1,8,1,133557.36,494.59,0,1,2.0,830.16,0,1,0,1.0,149635.56,100168.02
24759,40,2716.03,1,8,1,203659.58,802.51,0,0,2.0,762.08,1,0,1,1.0,339512.25,152744.68
24760,28,1212.58,1,8,1,79102.85,381.14,0,0,4.0,787.68,0,1,0,1.0,111360.61,59327.14
24761,49,4951.42,1,8,1,37517.72,409.82,1,1,3.0,583.54,1,1,2,1.0,70813.68,30014.18
24764,32,1663.41,1,3,1,27303.37,257.11,1,1,2.0,626.13,1,2,1,1.0,50181.47,21842.7
24766,63,2240.74,1,0,1,70303.26,296.93,0,1,2.0,870.23,0,1,0,1.0,122642.88,56242.61
24767,36,1712.84,1,3,1,105827.22,308.79,0,0,2.0,768.91,0,0,1,1.0,161482.3,79370.42
24770,65,1184.89,1,14,0,97826.8,269.52,1,1,2.0,766.41,1,0,1,1.0,178201.36,78261.44
24772,37,2732.99,1,0,1,69908.64,542.24,1,1,2.0,750.71,1,1,0,1.0,95024.02,55926.91
24773,53,1160.56,1,4,1,34304.8,171.47,1,1,4.0,655.53,0,0,0,1.0,55356.86,22298.12
24774,30,1270.13,1,14,1,38711.12,198.91,0,1,2.0,733.13,1,0,2,1.0,67136.94,25162.23
24775,60,2146.1,1,4,1,36777.46,211.47,0,1,2.0,719.11,0,0,2,1.0,65394.56,23905.35
24776,41,2146.1,1,8,1,79321.32,374.22,0,1,2.0,682.02,0,2,2,1.0,111659.76,55524.92
24777,57,1439.83,1,16,0,64857.63,422.98,1,0,2.0,706.57,0,0,0,1.0,73654.66,45400.34
24778,23,3695.98,1,0,1,110661.4,406.45,0,1,1.0,888.18,0,0,0,1.0,161311.23,77462.98
24779,64,2807.1,1,7,1,181336.15,542.75,1,1,2.0,783.1,0,0,1,1.0,207663.87,126935.3
24780,18,1710.91,1,7,0,61043.44,345.44,0,0,2.0,688.35,0,2,1,1.0,92080.36,42730.41
24783,35,3006.55,1,14,1,127116.06,694.95,0,1,2.0,839.08,1,2,2,1.0,236054.37,88981.24
24785,42,3009.28,1,14,0,150900.96,537.52,1,1,3.0,732.52,1,2,1,1.0,173484.82,98085.62
24786,60,2657.27,1,8,1,35351.79,227.72,0,1,1.0,703.38,0,1,2,1.0,51412.75,22978.66
24787,18,2123.38,1,14,1,58568.82,364.85,0,1,2.0,825.6,1,0,1,1.0,77428.75,43926.62
24788,53,2895.35,1,2,1,24968.95,132.18,0,1,1.0,821.93,0,0,0,1.0,37156.42,18726.71
24789,21,1302.46,1,2,1,41504.49,189.49,0,0,4.0,757.54,1,0,1,1.0,49906.55,33203.59
24790,61,1907.06,1,3,1,75440.34,410.91,1,1,2.0,861.51,0,2,2,1.0,99150.65,64124.29
24791,47,1868.95,1,3,1,30181.35,212.55,0,1,2.0,787.6,0,2,0,1.0,56957.38,22636.01
24794,22,1238.77,1,14,1,64448.12,289.54,0,0,2.0,751.98,0,1,0,1.0,90429.17,51558.5
24795,64,2703.38,0,14,1,21674.55,137.11,0,1,2.0,826.88,0,0,1,1.0,30666.05,17339.64
24796,46,2703.38,1,14,1,22032.58,286.58,1,0,1.0,713.21,0,2,2,1.0,27870.27,15422.81
